102,1701100
107,1701100
114,1032000
115,1701200
122,1701100
124,1701100
127,1701100
129,1031200
139,1082000
146,1701100
149,1701200
155,1701200
159,1701100
161,1701100
163,1701100
168,1032200
173,1701100
183,1701100
208,1701100
217,1701200
220,1701100
227,1701100
235,1701100
238,1081000
249,1701100
250,1701100
258,1081200
266,1022100
287,1701100
293,1701100
297,1701100
308,1011300
312,1701100
314,1701100
315,1701100
316,1701100
322,1081000
324,1701100
327,1701100
335,1701100
339,1701100
349,1701100
352,1701100
353,1701100
361,1701100
363,1701100
365,1701100
366,1701100
399,1701100
401,1701100
402,1701100
403,1011200
407,1701100
409,1701100
411,1701100
413,1701100
424,1701100
428,1701100
433,1701100
434,1701100
447,1701100
454,1701100
456,1701100
457,1701200
458,1701100
464,1012300
470,1701100
472,1701100
475,1701100
477,1062500
479,1701100
483,1701100
488,1701100
489,1701100
490,1701100
492,1701100
494,1701100
497,1701100
498,1701100
499,1701100
502,1701100
519,1701100
522,1701100
525,1701100
550,1701100
552,1701100
553,1701100
554,1701100
557,1081000
558,1701100
561,1701100
571,1701100
574,1081000
580,1701100
593,1701100
594,1701100
597,1701100
614,1701200
619,1701100
629,1701100
631,1701100
632,1701100
633,1701100
641,1032000
643,1701100
644,1701100
647,1701200
658,1701100
661,1701100
663,1701100
665,1701100
678,1701100
680,1701100
686,1701100
692,1701100
693,1701100
699,1701100
706,1701100
717,1701100
721,1012300
725,1701100
730,1701100
734,1701100
760,1701100
770,1701100
772,1701100
780,1701100
781,1701100
788,1701100
789,1701100
796,1011100
808,1701100
813,1701100
815,1701100
817,1701100
818,1701100
821,1011100
826,1701100
827,1701100
828,1081600
830,1701100
831,1701100
832,1011300
837,1701100
843,1701100
855,1701100
859,1701100
861,1701100
863,1701100
866,1701100
867,1701100
872,1011100
874,1701100
893,1701200
934,1701100
952,1701100
960,1701100
969,1701100
1012,1701100
1014,1701100
1016,1701100
1025,1701100
1051,1701100
1071,1701100
1176,1701100
1221,1701100
1224,1012200
1258,1012300
1334,1701100
1343,1701100
1361,1701100
1376,1701100
1377,1701100
1399,1701100
1400,1701200
1408,1701100
1437,1701100
1500,1701100
1618,1081380
1643,1052100
1649,1701100
1751,1701100
1799,1062400
1814,1701100
1838,1701100
1855,1701100
1876,1701100
1931,1701100
1956,1701100
1958,1701100
1989,1701100
1996,1701100
1998,1701100
2070,1052100
2140,1701100
2226,1701100
2228,1701100
2229,1701200
2249,1701100
2313,1701200
2354,1701100
2368,1071100
2380,1701100
2381,1701100
2393,1701100
2511,1701100
2618,1701100
2642,1701100
2666,1701100
2677,1032000
2709,1701100
2737,1701100
2779,1701100
2834,1701100
2849,1701100
2870,1701100
2878,1701100
2889,1701100
2912,1032200
2916,1701100
2918,1081000
2928,1701100
2935,1701100
2945,1701100
2946,1701100
2959,1701100
3005,1701100
3036,1062500
3051,1031200
3097,1701100
3111,1701100
3118,1031200
3120,1701100
3121,1701100
3124,1701100
3135,1082000
3136,1701100
3138,1701100
3201,1701100
3221,1701100
3224,1701100
3277,1701100
3285,1081380
3301,1701100
3309,1701100
3310,1701100
3326,1701100
3333,1701100
3334,1701100
3342,1032200
3346,1701100
3347,1701100
3348,1701100
3355,1701100
3360,1701200
3373,1701100
3381,1701100
3382,1701100
3396,1701100
3402,1701100
3403,1701100
3404,1701100
3426,1701100
3438,1022100
3465,1701100
3495,1701100
3496,1701100
3522,1701100
3526,1022200
3544,1701100
3611,1701100
3614,1701100
3620,1701100
3637,1701100
3655,1022200
3656,1022200
3657,1022200
3676,1022100
3685,1701100
3686,1701100
3697,1701100
3710,1701100
3711,1701100
3768,1701100
3789,1701100
3838,1701100
3872,1701100
3880,1701100
3887,1701100
3888,1701100
3891,1701100
3898,1701100
3899,1701100
3910,1701100
3916,1032200
3919,1701100
3943,1701100
3952,1082000
3953,1701100
3954,1701100
3963,1701100
3964,1062400
3968,1012200
3981,1701100
3984,1701100
4000,1012300
4001,1701100
4002,1701100
4010,1701100
4020,1701100
4025,1701100
4029,1701100
4032,1081000
4041,1701100
4043,1701100
4044,1701100
4045,1701100
4046,1012300
4047,1701100
4048,1701100
4055,1701100
4059,1701100
4063,1701100
4067,1701100
4071,1701100
4079,1701100
4084,1012300
4090,1012300
4096,1012300
4109,1701100
4111,1012300
4113,1052100
4114,1701100
4115,1701100
4119,1701100
4125,1012200
4127,1701100
4128,1701100
4129,1701100
4131,1701100
4137,1701100
4139,1032200
4150,1701200
4155,1701100
4178,1012200
4184,1012300
4190,1012200
4194,1012300
4197,1012200
4356,1012300
4357,1012300
4367,1012300
4374,1012300
4376,1012300
4381,1012300
4430,1012300
4436,1012300
4441,1012200
4456,1012200
4556,1012200
4610,1012200
4611,1012300
4616,1012200
4624,1012200
4626,1012200
4636,1012300
4646,1012200
4656,1012300
4657,1012300
4716,1012200
4717,1012200
4718,1012200
4723,1012200
4725,1012200
4750,1012200
4769,1012300
4780,1012300
4784,1012200
4788,1012300
4796,1012200
4797,1012200
4798,1012200
4825,1012300
4839,1012300
4846,1012300
4852,1012200
4853,1011100
4854,1012300
4863,1012200
4864,1012200
4866,1012200
4867,1012200
4868,1012200
4876,1012200
4879,1012200
4936,1012200
4947,1012300
4949,1012300
4955,1012300
4959,1012300
4972,1012300
4973,1012300
4977,1012200
4982,1012300
4989,1012200
4993,1012200
5002,1012200
5004,1012300
5006,1012300
5008,1012300
5012,1012300
5014,1012300
5034,1012300
5036,1012300
5037,1012300
5038,1012300
5040,1012300
5061,1012300
5067,1012300
5075,1012300
5086,1012300
5103,1012300
5104,1012300
5105,1012300
5106,1012200
5133,1012300
5136,1012300
5149,1012300
5153,1012300
5157,1012300
5159,1012300
5201,1012200
5202,1012200
5242,1012200
5246,1012300
5247,1012300
5253,1012300
5280,1012300
5281,1012200
5286,1012300
5288,1012200
5289,1012200
5290,1012200
5293,1012200
5318,1012200
5319,1012200
5325,1012200
5326,1012200
5327,1012200
5329,1012200
5339,1012200
5345,1012200
5346,1012200
5347,1012200
5349,1012200
5350,1012200
5355,1012200
5356,1012200
5360,1012300
5362,1012300
5404,1012300
5430,1012300
5433,1012200
5439,1012300
5443,1012300
5446,1012300
5452,1012300
5484,1012300
5486,1012300
5492,1012300
5507,1701100
5516,1012300
5555,1012300
5592,1701100
5596,1012300
5605,1012200
5606,1012300
5614,1012300
5620,1012300
5633,1012200
5635,1012200
5643,1701100
5669,1012300
5672,1701100
5673,1701100
5677,1012200
5696,1012300
5700,1012300
5701,1012200
5702,1012200
5744,1012300
5745,1012300
5747,1701100
5753,1012200
5755,1012300
5760,1012200
5809,1012300
5816,1012200
5842,1012300
5846,1011100
5854,1012200
5885,1012300
6026,1012200
6052,1012400
6076,1012300
6196,1012200
6206,1012300
6237,1012200
6238,1012200
6296,1012200
6306,1012300
6316,1012300
6996,1012200
6997,1012200
6998,1012200
8208,1012200
8376,1012200
8824,1012200
8825,1012200
8826,1012200
8827,1012200
8828,1012200
8938,1012200
9078,1012200
9278,1012200
9426,1012200
9428,1012200
9432,1012200
10006,1012200
10008,1012200
10009,1012200
10278,1012200
10548,1012100
10549,1012100
10550,1012100
10552,1012100
10553,1012100
10555,1012100
10582,1011100
10621,1012100
10623,1012100
10624,1012100
10625,1012100
10626,1012100
10627,1012100
10628,1012100
10632,1012100
10781,1012100
10784,1012100
10786,1012100
10788,1012100
10789,1012100
10790,1012100
10791,1012100
10792,1012100
10793,1012100
10797,1012100
10802,1701100
10803,1012100
10804,1012100
10805,1012100
10807,1012100
10808,1012100
10809,1012100
10812,1012100
10815,1012100
10818,1012100
10819,1012100
10826,1012100
10828,1012100
10830,1701100
10831,1012100
10834,1012100
10835,1701100
10836,1012100
10838,1012100
10840,1012100
10846,1012100
10855,1012100
10880,1012100
10882,1012100
10890,1012100
10900,1012100
11010,1012100
11020,1012100
11206,1012100
11216,1012100
11285,1012100
11290,1012100
11293,1012100
11294,1012100
11296,1012100
11297,1012100
11298,1012100
11299,1012100
11346,1012100
11347,1012100
11348,1012100
11358,1012100
11366,1012100
11370,1081600
11371,1081600
11390,1012100
11416,1012100
11430,1012100
11450,1012100
11452,1012100
11470,1012100
11472,1012100
11520,1012100
11586,1012100
11588,1012100
11771,1012100
11773,1012100
11774,1012100
11776,1012100
11777,1012100
11786,1012100
11788,1012100
11909,1012100
11910,1012100
11912,1012100
11936,1012100
11940,1012100
12316,1012100
12404,1012100
12406,1012100
12407,1012100
12408,1012100
12409,1012100
12463,1012100
12464,1012100
12466,1012100
12467,1012100
12476,1012100
12478,1012100
12479,1012100
12668,1012100
12856,1012100
12861,1012100
12862,1012100
12863,1012100
12865,1012100
12888,1012100
13036,1012100
13037,1012100
13038,1012100
13062,1701100
13388,1012100
13542,1012100
13636,1012100
13638,1012100
13647,1012100
13730,1011600
13928,1012100
14192,1012100
14199,1012100
14204,1012100
14208,1012100
14210,1012100
14470,1012100
14472,1012100
14473,1012100
14474,1012100
14480,1701100
14481,1701100
14483,1012100
14484,1012100
14486,1012100
14487,1012100
14489,1012100
14490,1012100
14493,1011100
14495,1011100
14498,1012100
14501,1012100
14512,1012100
14513,1012100
14806,1012100
15180,1011600
15241,1012100
15244,1012100
15246,1012100
15247,1012100
15248,1012100
15256,1012100
15266,1012100
15296,1012100
15320,1701100
15526,1012400
15529,1012300
15542,1011200
