1,56785
2,57548
3,50627
4,56629
5,51527
6,52693
7,49314
8,50696
9,51522
10,55596
11,55776
12,56499
13,50751
14,57458
15,49437
16,49871
17,52873
18,52627
19,52550
20,50246
21,50151
22,51114
23,52653
24,53420
25,55937
26,55031
27,51675
28,52944
29,50255
30,52162
31,54540
32,57683
33,52751
34,57887
35,52715
36,51811
37,49302
38,56403
39,55701
40,57237
41,54419
42,56413
43,54139
44,52750
45,54138
46,56331
47,49718
48,52171
49,50001
50,49742
51,56649
52,49737
53,54159
54,53489
55,52170
56,53810
57,51971
58,56380
59,50953
60,50803
61,57703
62,57239
63,55730
64,50033
65,51806
66,49716
67,57183
68,54565
69,57897
70,51900
71,55430
72,51548
73,51164
74,57642
75,53590
76,57684
77,51810
78,57735
79,57609
80,50879
81,51389
82,51177
83,56748
84,56784
85,52352
86,50379
87,51562
88,52688
89,57037
90,49542
91,54042
92,56674
93,57088
94,53942
95,53962
96,49599
97,57958
98,51727
99,53465
100,51699
101,57297
102,57562
103,53571
104,56243
105,54541
106,50317
107,57187
108,55626
109,50672
110,55831
111,54525
112,49465
113,53236
114,49591
115,57299
116,51876
117,52866
118,53775
119,55316
120,52340
121,50712
122,53690
123,50352
124,55266
125,51418
126,57184
127,49937
128,57463
129,49108
130,50995
131,56923
132,55920
133,52719
134,56070
135,56366
136,50071
137,55999
138,50757
139,50446
140,53857
141,54693
142,56845
143,57392
144,53675
145,55083
146,51307
147,53313
148,51075
149,50032
150,53277
151,55867
152,49282
153,54386
154,55592
155,52957
156,53034
157,53136
158,49524
159,54384
160,56569
161,50804
162,57662
163,49923
164,56195
165,52686
166,57643
167,51273
168,52652
169,54616
170,57080
171,58007
172,50429
173,55119
174,53760
175,56187
176,52717
177,52036
178,57082
179,50710
180,55385
181,52825
182,53241
183,49882
184,54870
185,50629
186,51988
187,49306
188,51528
189,50586
190,56351
191,57736
192,54293
193,50345
194,57684
195,57439
196,49214
197,54379
198,51854
199,53366
200,52111
201,49742
202,49734
203,50396
204,57946
205,50759
206,50469
207,50894
208,56412
209,51563
210,54122
211,57231
212,56821
213,56627
214,49790
215,51710
216,52558
217,52984
218,54101
219,53831
220,57609
221,57531
222,57600
223,53099
224,49872
225,52752
226,58065
227,50783
228,57873
229,56464
230,51995
231,58029
232,58001
233,49998
234,56248
235,53367
236,54350
237,57511
238,50533
239,49221
240,57937
241,55523
242,55723
243,57466
244,50433
245,56244
246,57222
247,56608
248,49192
249,53195
